order_id,order_date,status,item_id,sku,qty_ordered,price,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,Name Prefix,Gender,age,Customer Since,County,City,State,Zip,Region,Discount_Percent
100432191,04/01/2021,canceled,706758,WOFBRA59F8742D0459E-37,2,179.5,179.5,0.0,179.5,Women's Fashion,Easypay,Gross,82156,2021,Jan-21,Mr.,M,68,12/30/2016,Jefferson,Trussville,AL,35173,South,0.0
100432191,04/01/2021,canceled,706760,WOFSIK59ACDA856D8BF,2,49.9,49.9,0.0,49.9,Women's Fashion,Easypay,Gross,82156,2021,Jan-21,Mr.,M,68,12/30/2016,Jefferson,Trussville,AL,35173,South,0.0
100432191,04/01/2021,canceled,706761,WOFBRA59F8742087558-37,2,179.5,179.5,0.0,179.5,Women's Fashion,Easypay,Gross,82156,2021,Jan-21,Mr.,M,68,12/30/2016,Jefferson,Trussville,AL,35173,South,0.0
100432191,04/01/2021,canceled,706763,WOFICO59E8EE61E0A9C,2,164.8,164.8,0.0,164.8,Women's Fashion,Easypay,Gross,82156,2021,Jan-21,Mr.,M,68,12/30/2016,Jefferson,Trussville,AL,35173,South,0.0
100432194,04/01/2021,canceled,706766,COMLEN5A0C249A4975E,2,2708.3,2708.3,0.0,2708.3,Computing,Easypay,Gross,82157,2021,Jan-21,Dr.,M,47,6/22/2013,Henry,Paris,TN,38242,South,0.0
100432576,05/01/2021,order_refunded,707509,ENTCHA59BF9486551E6,2,3529.9,3529.9,0.0,3529.9,Entertainment,Easypay,Valid,82157,2021,Jan-21,Dr.,M,47,6/22/2013,Henry,Paris,TN,38242,South,0.0
100432200,04/01/2021,canceled,706772,MEFWIN5A0172185F458-M,2,64.9,64.9,0.0,64.9,Men's Fashion,Easypay,Gross,82158,2021,Jan-21,Mr.,M,65,7/15/2016,Bennington,East Dorset,VT,5253,Northeast,0.0
100432503,05/01/2021,canceled,707368,MEFWIN5A0172185F458-M,2,64.9,64.9,0.0,64.9,Men's Fashion,Easypay,Gross,82158,2021,Jan-21,Mr.,M,65,7/15/2016,Bennington,East Dorset,VT,5253,Northeast,0.0
100432504,05/01/2021,complete,707370,MEFWIN5A0172185F458-M,2,64.9,64.9,0.0,64.9,Men's Fashion,Easypay,Net,82158,2021,Jan-21,Mr.,M,65,7/15/2016,Bennington,East Dorset,VT,5253,Northeast,0.0
100432204,04/01/2021,canceled,706779,MEFAYB59F76C0E65E35-L,2,79.9,79.9,0.0,79.9,Men's Fashion,Easypay,Gross,48774,2021,Jan-21,Mr.,M,72,11/16/2004,Childress,Carey,TX,79222,South,0.0
100485744,23/04/2021,canceled,792038,MATHUA5A7463F0743AA,2,2864.5,2864.5,0.0,2864.5,Mobiles & Tablets,Easypay,Gross,48774,2021,Apr-21,Mr.,M,72,11/16/2004,Childress,Carey,TX,79222,South,0.0
100486038,24/04/2021,canceled,792585,MATHUA5A731DFC8C5D7,2,2864.5,2864.5,0.0,2864.5,Mobiles & Tablets,Easypay,Gross,48774,2021,Apr-21,Mr.,M,72,11/16/2004,Childress,Carey,TX,79222,South,0.0
100486740,25/04/2021,complete,793608,MATHUA5A7463F0743AA,2,2864.5,2864.5,0.0,2864.5,Mobiles & Tablets,Easypay,Net,48774,2021,Apr-21,Mr.,M,72,11/16/2004,Childress,Carey,TX,79222,South,0.0
100514259,21/05/2021,complete,827852,MEFSHO5AAB43C033BF6-XL,2,99.9,99.9,0.0,99.9,Men's Fashion,cod,Net,48774,2021,May-21,Mr.,M,72,11/16/2004,Childress,Carey,TX,79222,South,0.0
100535105,28/06/2021,received,858466,MEFECH5AE95BEF5762B-41,2,59.9,59.9,8.985,50.915,Men's Fashion,Easypay,Valid,48774,2021,Jun-21,Mr.,M,72,11/16/2004,Childress,Carey,TX,79222,South,15.0
100432209,04/01/2021,complete,706787,MEFAG5A098D2B4420A-M,2,49.9,49.9,0.0,49.9,Men's Fashion,cod,Net,82159,2021,Jan-21,Ms.,F,63,5/30/2009,Talbot,Oxford,MD,21654,South,0.0
100432209,04/01/2021,complete,706789,BAGEMA59BAB1182E004,2,80.0,80.0,0.0,80.0,Beauty & Grooming,cod,Net,82159,2021,Jan-21,Ms.,F,63,5/30/2009,Talbot,Oxford,MD,21654,South,0.0
100437176,16/01/2021,complete,715992,BAGBUK5A013F640E199,2,76.5,76.5,0.0,76.5,Beauty & Grooming,cod,Net,82159,2021,Jan-21,Ms.,F,63,5/30/2009,Talbot,Oxford,MD,21654,South,0.0
100437176,16/01/2021,complete,715993,BAGNAD59E0ABD023F43,2,65.0,65.0,0.0,65.0,Beauty & Grooming,cod,Net,82159,2021,Jan-21,Ms.,F,63,5/30/2009,Talbot,Oxford,MD,21654,South,0.0
100432210,04/01/2021,complete,706790,WOFDEA59F1ED66017E1,2,89.8,89.8,0.0,89.8,Women's Fashion,cod,Net,82160,2021,Jan-21,Mrs.,F,73,12/13/2015,Erie,Fairview,PA,16415,Northeast,0.0
100432211,04/01/2021,canceled,706791,MEFSAE59DF2B78EC613,3,23.0,46.0,0.0,46.0,Men's Fashion,Easypay,Gross,82161,2021,Jan-21,Dr.,M,74,10/01/2016,Outagamie,Black Creek,WI,54106,Midwest,0.0
100432213,04/01/2021,complete,706793,COMDEL5A0C461B49636,2,4479.2,4479.2,0.0,4479.2,Computing,Easypay,Net,82162,2021,Jan-21,Ms.,F,25,11/23/2015,Hopkins,Como,TX,75431,South,0.0
100435023,10/01/2021,canceled,711937,ENTTCL59DE2FA7A8EF8,2,2299.9,2299.9,0.0,2299.9,Entertainment,Easypay,Gross,82162,2021,Jan-21,Ms.,F,25,11/23/2015,Hopkins,Como,TX,75431,South,0.0
100435030,10/01/2021,complete,711947,APPSUP59DF1D0E292C9,2,1448.9,1448.9,0.0,1448.9,Appliances,Easypay,Net,82162,2021,Jan-21,Ms.,F,25,11/23/2015,Hopkins,Como,TX,75431,South,0.0
100435942,13/01/2021,canceled,713633,MATMOT59FC5E2260053,2,1855.7,1855.7,0.0,1855.7,Mobiles & Tablets,Easypay,Gross,82162,2021,Jan-21,Ms.,F,25,11/23/2015,Hopkins,Como,TX,75431,South,0.0
100436699,15/01/2021,order_refunded,715064,MATSAM59B7EAC8C0CC7,2,2835.1,2835.1,0.0,2835.1,Mobiles & Tablets,Easypay,Valid,82162,2021,Jan-21,Ms.,F,25,11/23/2015,Hopkins,Como,TX,75431,South,0.0
100438398,20/01/2021,canceled,718273,APPMUL5A32247122AD9,2,1535.0,1535.0,0.0,1535.0,Appliances,Easypay,Gross,82162,2021,Jan-21,Ms.,F,25,11/23/2015,Hopkins,Como,TX,75431,South,0.0
100438400,20/01/2021,order_refunded,718275,APPMUL5A32247122AD9,2,1535.0,1535.0,0.0,1535.0,Appliances,Easypay,Valid,82162,2021,Jan-21,Ms.,F,25,11/23/2015,Hopkins,Como,TX,75431,South,0.0
100432214,04/01/2021,complete,706794,MATIDR59BA5107902DF,2,670.0,670.0,0.0,670.0,Mobiles & Tablets,cod,Net,82163,2021,Jan-21,Mrs.,F,40,4/29/2007,Sarasota,Sarasota,FL,34233,South,0.0
100432216,04/01/2021,complete,706799,MATIDR59BA5107902DF,2,670.0,670.0,0.0,670.0,Mobiles & Tablets,cod,Net,82163,2021,Jan-21,Mrs.,F,40,4/29/2007,Sarasota,Sarasota,FL,34233,South,0.0
100432814,06/01/2021,complete,707970,MATIDR59BA5107902DF,2,670.0,670.0,0.0,670.0,Mobiles & Tablets,cod,Net,82163,2021,Jan-21,Mrs.,F,40,4/29/2007,Sarasota,Sarasota,FL,34233,South,0.0
100434674,10/01/2021,complete,711296,MATIDR59BA510306FBE,2,670.0,670.0,0.0,670.0,Mobiles & Tablets,cod,Net,82163,2021,Jan-21,Mrs.,F,40,4/29/2007,Sarasota,Sarasota,FL,34233,South,0.0
100435434,11/01/2021,complete,712723,MATIDR59BA510306FBE,2,670.0,670.0,0.0,670.0,Mobiles & Tablets,cod,Net,82163,2021,Jan-21,Mrs.,F,40,4/29/2007,Sarasota,Sarasota,FL,34233,South,0.0
100432215,04/01/2021,complete,706795,MEFPAK5A094BFF2AF36-S,2,59.9,59.9,0.0,59.9,Men's Fashion,cod,Net,82164,2021,Jan-21,Mrs.,F,39,12/29/2012,Washita,Corn,OK,73024,South,0.0
100432215,04/01/2021,complete,706797,MEFAYB59F77D2195F14-S,2,64.9,64.9,0.0,64.9,Men's Fashion,cod,Net,82164,2021,Jan-21,Mrs.,F,39,12/29/2012,Washita,Corn,OK,73024,South,0.0
100432218,04/01/2021,order_refunded,706802,HASONC59BA3E256A4D0,2,52.5,52.5,0.0,52.5,Health & Sports,cod,Valid,21873,2021,Jan-21,Drs.,F,45,11/28/2006,White,Doyle,TN,38559,South,0.0
100432224,04/01/2021,complete,706809,MEFRED5A006E7A4E4DE-XL,2,109.9,109.9,0.0,109.9,Men's Fashion,cod,Net,82165,2021,Jan-21,Ms.,F,68,12/02/2008,Kiowa,Mountain View,OK,73062,South,0.0
100432229,04/01/2021,complete,706821,WOFGUL59BAAA5954850,2,120.6,120.6,0.0,120.6,Women's Fashion,cod,Net,82166,2021,Jan-21,Hon.,F,67,09/12/2000,Miami-Dade,Miami,FL,33181,South,0.0
100432229,04/01/2021,complete,706822,WOFGUL59B7B0E997AC4,2,84.0,84.0,0.0,84.0,Women's Fashion,cod,Net,82166,2021,Jan-21,Hon.,F,67,09/12/2000,Miami-Dade,Miami,FL,33181,South,0.0
100432229,04/01/2021,complete,706823,WOFGUL59B7B0E40DFDC,2,84.0,84.0,0.0,84.0,Women's Fashion,cod,Net,82166,2021,Jan-21,Hon.,F,67,09/12/2000,Miami-Dade,Miami,FL,33181,South,0.0
100432230,04/01/2021,order_refunded,706824,MEFECH5A0AF996E8E78-M,2,44.9,44.9,0.0,44.9,Men's Fashion,cod,Valid,82167,2021,Jan-21,Mrs.,F,18,06/02/2014,Sonoma,Jenner,CA,95450,West,0.0
100432232,04/01/2021,complete,706827,MATINF59C9002EA6AF0,2,1278.9,1278.9,0.0,1278.9,Mobiles & Tablets,cod,Net,82168,2021,Jan-21,Hon.,F,68,7/19/2012,Hillsborough,Dover,FL,33527,South,0.0
100432234,04/01/2021,complete,706829,WOFDEA59F1EE99BEDBC-M,2,119.9,119.9,0.0,119.9,Women's Fashion,cod,Net,82169,2021,Jan-21,Mr.,M,52,9/21/2014,Hardin,Karbers Ridge,IL,62955,Midwest,0.0
100432234,04/01/2021,complete,706831,WOFCLI59ADB5CB3FE7B,2,119.9,119.9,0.0,119.9,Women's Fashion,cod,Net,82169,2021,Jan-21,Mr.,M,52,9/21/2014,Hardin,Karbers Ridge,IL,62955,Midwest,0.0
100432234,04/01/2021,complete,706832,WOFCLI59ACD5FF30358,2,101.9,101.9,0.0,101.9,Women's Fashion,cod,Net,82169,2021,Jan-21,Mr.,M,52,9/21/2014,Hardin,Karbers Ridge,IL,62955,Midwest,0.0
100432238,04/01/2021,order_refunded,706837,MATMOT59BA4FC441F11,2,2849.8,2849.8,0.0,2849.8,Mobiles & Tablets,Easypay,Valid,82170,2021,Jan-21,Mr.,M,33,6/20/1993,Buchanan,Saint Joseph,MO,64507,Midwest,0.0
100438747,21/01/2021,canceled,718886,MATSAM59B7EAE1D2916,2,2835.1,2835.1,0.0,2835.1,Mobiles & Tablets,Easypay,Gross,82170,2021,Jan-21,Mr.,M,33,6/20/1993,Buchanan,Saint Joseph,MO,64507,Midwest,0.0
100438751,21/01/2021,canceled,718892,MATSAM59D1F6D14E8D8,2,2149.5,2149.5,0.0,2149.5,Mobiles & Tablets,Easypay,Gross,82170,2021,Jan-21,Mr.,M,33,6/20/1993,Buchanan,Saint Joseph,MO,64507,Midwest,0.0
100432252,04/01/2021,order_refunded,706888,APPGAB5A031230ED56C,2,197.5,197.5,0.0,197.5,Appliances,cod,Valid,43526,2021,Jan-21,Mr.,M,69,05/02/2014,Rockland,Bear Mountain,NY,10911,Northeast,0.0
100432253,04/01/2021,received,706889,WOFORI5A16D06AE0299,3,160.0,320.0,0.0,320.0,Women's Fashion,cod,Valid,82171,2021,Jan-21,Mr.,M,49,11/15/1999,Buchanan,Harman,VA,24618,South,0.0
100432253,04/01/2021,received,706890,WOFRAN59BC26E02AF23,2,219.9,219.9,0.0,219.9,Women's Fashion,cod,Valid,82171,2021,Jan-21,Mr.,M,49,11/15/1999,Buchanan,Harman,VA,24618,South,0.0
100432253,04/01/2021,received,706891,WOFORI5A16D06A5A532,2,160.0,160.0,0.0,160.0,Women's Fashion,cod,Valid,82171,2021,Jan-21,Mr.,M,49,11/15/1999,Buchanan,Harman,VA,24618,South,0.0
100432254,04/01/2021,canceled,706892,MEFAYB59FAB695BD4A4-M,2,69.9,69.9,0.0,69.9,Men's Fashion,Easypay,Gross,82172,2021,Jan-21,Prof.,M,42,4/14/2002,Placer,Applegate,CA,95703,West,0.0
100432256,04/01/2021,canceled,706906,ENTECO5A1494792A6FA,2,1949.9,1949.9,0.0,1949.9,Entertainment,Easypay,Gross,82173,2021,Jan-21,Ms.,F,63,11/27/1988,Washington,Washington,DC,20509,South,0.0
100434464,09/01/2021,canceled,710973,ENTECO5A1494792A6FA,2,1949.9,1949.9,0.0,1949.9,Entertainment,Easypay,Gross,82173,2021,Jan-21,Ms.,F,63,11/27/1988,Washington,Washington,DC,20509,South,0.0
100432258,04/01/2021,canceled,706909,AHM59C0C5922FB75,2,6.4,6.4,0.0,6.4,Superstore,Easypay,Gross,82174,2021,Jan-21,Mr.,M,57,11/28/2015,Herndon,Herndon,VA,22070,South,0.0
100432268,04/01/2021,complete,706927,MATIDR59BA5107902DF,2,670.0,670.0,0.0,670.0,Mobiles & Tablets,cod,Net,82175,2021,Jan-21,Mr.,M,61,12/11/1996,Lafayette,Odessa,MO,64076,Midwest,0.0
100432269,04/01/2021,canceled,706928,BAGSIN5A01B613C94B0,2,169.9,169.9,0.0,169.9,Beauty & Grooming,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100432269,04/01/2021,canceled,706929,MATMOT59C3C1396F8BC,2,1999.8,1999.8,0.0,1999.8,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100432481,05/01/2021,canceled,707323,MATINF59C9002EA6AF0,2,1278.9,1278.9,0.0,1278.9,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100432483,05/01/2021,canceled,707325,MATINF5A0ADCBFAC096,2,1894.6,1894.6,0.0,1894.6,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100432485,05/01/2021,canceled,707327,MATSAM59DB757FB47A2,2,6979.2,6979.2,0.0,6979.2,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100433209,07/01/2021,canceled,708715,MATHTC59C90762D9AD0,2,1120.0,1120.0,0.0,1120.0,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100433237,07/01/2021,canceled,708783,MEFAG5A16BD0C0F3BB-M,2,79.9,79.9,0.0,79.9,Men's Fashion,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100433237,07/01/2021,canceled,708785,MATIDR59BA5107902DF,2,670.0,670.0,0.0,670.0,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100433237,07/01/2021,canceled,708786,MEFESS59F1D8AB605D2-M,2,99.9,99.9,0.0,99.9,Men's Fashion,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100433237,07/01/2021,canceled,708788,HASTRE59BA9A58B26DF,2,168.9,168.9,0.0,168.9,Health & Sports,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100433520,08/01/2021,canceled,709382,MATINF59C9002EA6AF0,2,1278.9,1278.9,0.0,1278.9,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435344,11/01/2021,canceled,712569,MEFPAK5A129EFE65B4F-M,2,44.9,44.9,0.0,44.9,Men's Fashion,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435344,11/01/2021,canceled,712571,MEFESS59F1D99913CE7-M,2,109.9,109.9,0.0,109.9,Men's Fashion,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435344,11/01/2021,canceled,712573,HASHED59D38AB37CD85,2,29.9,29.9,0.0,29.9,Health & Sports,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435435,11/01/2021,canceled,712724,COMDEL59BA9A0D684D2,2,4583.3,4583.3,0.0,4583.3,Computing,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435435,11/01/2021,canceled,712725,MATHUA59C3C26AC821D,2,2413.4,2413.4,0.0,2413.4,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435452,11/01/2021,canceled,712749,COMDEL59BA9A0D684D2,2,4583.3,4583.3,0.0,4583.3,Computing,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435452,11/01/2021,canceled,712750,MATSAM59B7EB558605A,2,2195.9,2195.9,0.0,2195.9,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435456,11/01/2021,canceled,712756,COMDEL59D76041604BF,2,7395.8,7395.8,0.0,7395.8,Computing,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435463,11/01/2021,canceled,712767,COMDEL59F174E1758A0,2,6770.8,6770.8,0.0,6770.8,Computing,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435463,11/01/2021,canceled,712768,HASTRE59BA9A58B26DF,2,168.9,168.9,0.0,168.9,Health & Sports,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435463,11/01/2021,canceled,712769,MEFESS59F1D8AB605D2-M,2,99.9,99.9,0.0,99.9,Men's Fashion,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435927,13/01/2021,canceled,713607,COMDEL5A0C461B49636,2,4479.2,4479.2,0.0,4479.2,Computing,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435927,13/01/2021,canceled,713608,MEFPAK5A094C0364EB8-M,3,99.9,199.8,0.0,199.8,Men's Fashion,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435927,13/01/2021,canceled,713610,MATLEN59B7EABC4FF81,2,1082.5,1082.5,0.0,1082.5,Mobiles & Tablets,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100435928,13/01/2021,canceled,713611,COMDEL59BA9A21ED787,2,5802.1,5802.1,0.0,5802.1,Computing,Easypay,Gross,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
100436415,14/01/2021,order_refunded,714486,APPPEL59DF1C7A58C5D,3,2390.0,4780.0,0.0,4780.0,Appliances,Easypay,Valid,82176,2021,Jan-21,Mr.,M,49,12/14/2015,Washington,Caryville,FL,32427,South,0.0
